SeqName	CAI
>ENSG00000237235|ENST00000434970	0.9312243883607961
>ENSG00000228985|ENST00000448914	0.7907202316711582
>ENSG00000223997|ENST00000415118	0.5198652265688704
>ENSG00000282431|ENST00000632684	0.8235278842224941
>ENSG00000282253|ENST00000631435	0.8235278842224941
>ENSG00000237197|ENST00000430425	0.5773152194883318
>ENSG00000211918|ENST00000390578	0.46790259125867123
>ENSG00000237020|ENST00000450276	0.4918319820293168
>ENSG00000227800|ENST00000431870	0.3133422909422324
>ENSG00000211907|ENST00000390567	0.6248496672160564
>ENSG00000211930|ENST00000390590	0.39650519093330927
>ENSG00000211920|ENST00000390580	0.9200567958238396
>ENSG00000211911|ENST00000390571	0.19575441652078585
>ENSG00000227196|ENST00000437320	0.43891479441247183
>ENSG00000232543|ENST00000431440	0.3177898725535054
>ENSG00000211917|ENST00000390577	0.3395448001750007
>ENSG00000211914|ENST00000390574	0.8497019389984451
>ENSG00000211912|ENST00000390572	0.5269226301404785
>ENSG00000211909|ENST00000390569	0.6343611841298247
>ENSG00000211928|ENST00000390588	0.7068859757654739
>ENSG00000228131|ENST00000454691	0.7419021388551784
>ENSG00000211925|ENST00000390585	0.5639425600002482
>ENSG00000225825|ENST00000452198	0.9200567958238396
>ENSG00000233655|ENST00000414852	0.3177898725535054
>ENSG00000211915|ENST00000390575	0.7068859757654739
>ENSG00000236597|ENST00000439842	0.455546940392892
>ENSG00000211924|ENST00000390584	0.3957715505712172
>ENSG00000211923|ENST00000390583	0.35230701251161584
>ENSG00000211921|ENST00000390581	0.6523272207226312
>ENSG00000236170|ENST00000454908	0.5746889630842303
>ENSG00000227108|ENST00000451044	0.6664716245736876
>ENSG00000211931|ENST00000390591	0.6181300767041605
>ENSG00000282010|ENST00000632542	0.7419021388551784
>ENSG00000281939|ENST00000632911	0.3957715505712172
>ENSG00000282455|ENST00000632524	0.455546940392892
>ENSG00000282323|ENST00000633009	0.6248496672160564
>ENSG00000282592|ENST00000632968	0.4918319820293168
>ENSG00000282769|ENST00000633968	0.7068859757654739
>ENSG00000282232|ENST00000633379	0.3395448001750007
>ENSG00000282346|ENST00000631871	0.7068859757654739
>ENSG00000281940|ENST00000634154	0.3177898725535054
>ENSG00000282102|ENST00000631895	0.6523272207226312
>ENSG00000282042|ENST00000632859	0.9200567958238396
>ENSG00000282818|ENST00000632473	0.46790259125867123
>ENSG00000282487|ENST00000633159	0.8497019389984451
>ENSG00000282132|ENST00000633504	0.5639425600002482
>ENSG00000282674|ENST00000632963	0.6343611841298247
>ENSG00000270185|ENST00000604838	0.5940398721926066
>ENSG00000270824|ENST00000604446	0.6698851151211072
>ENSG00000271336|ENST00000605284	0.5940398721926066
>ENSG00000282754|ENST00000633353	0.39650519093330927
>ENSG00000282578|ENST00000631803	0.6181300767041605
>ENSG00000282714|ENST00000633210	0.5746889630842303
>ENSG00000282268|ENST00000604102	0.6058575242545099
>ENSG00000282089|ENST00000603935	0.38476808935143936
>ENSG00000282373|ENST00000632609	0.35230701251161584
>ENSG00000282274|ENST00000633010	0.3133422909422324
>ENSG00000282736|ENST00000631884	0.6664716245736876
>ENSG00000281984|ENST00000632619	0.5269226301404785
>ENSG00000282724|ENST00000634070	0.9200567958238396
>ENSG00000282495|ENST00000632304	0.5773152194883318
>ENSG00000282640|ENST00000633030	0.43891479441247183
>ENSG00000270451|ENST00000603693	0.3177898725535054
>ENSG00000282227|ENST00000634085	0.3177898725535054
>ENSG00000282396|ENST00000633765	0.19575441652078585
>ENSG00000270961|ENST00000604642	0.6698851151211072
>ENSG00000271317|ENST00000603326	0.3177898725535054
>ENSG00000282520|ENST00000604950	0.38476808935143936
>ENSG00000282599|ENST00000603077	0.6058575242545099
>ENSG00000211807|ENST00000390455	0.8161354238053264
>ENSG00000211808|ENST00000390456	0.7615356168650432
>ENSG00000211809|ENST00000390457	0.7386251204632618
>ENSG00000211810|ENST00000390458	0.7685698453208425
>ENSG00000259092|ENST00000557168	0.7232693401268595
>ENSG00000211812|ENST00000390460	0.7535628581182932
>ENSG00000211813|ENST00000390461	0.6686727671875646
>ENSG00000211815|ENST00000390463	0.6832984789860388
>ENSG00000211816|ENST00000390464	0.7701026701325404
>ENSG00000211817|ENST00000390465	0.7921566434209742
>ENSG00000211818|ENST00000390466	0.7481639160420905
>ENSG00000211819|ENST00000390467	0.7625993693814906
>ENSG00000211820|ENST00000390468	0.7354607312337914
>ENSG00000211821|ENST00000390469	0.7547174821399267
>ENSG00000256590|ENST00000535880	0.7502956409186978
>ENSG00000211793|ENST00000390441	0.7083359591291969
>ENSG00000232869|ENST00000422143	0.7473976769309664
>ENSG00000282499|ENST00000390398	0.7717738677530431
>ENSG00000275743|ENST00000617639	0.7199839522599826
